comment,author,time
玉嬈雖然比較有個性，但看她在聽到出事後馬上安排好一切就可以知道，她是很有能力的，不過你姐姐是真的有姦情啊😂😂😂<br>而且如果皇上有點記憶能力的話，他應該可以記得當初靜白在甘露寺說甄嬛自請幫寺中的老姑子洗衣砍柴，能來到本寺是小寺的無上榮光，怎麼如今又改口說她素不理睬眾人，咱們只得敬而遠之？😑,@user-gg8ff8hn5i,2021-04-28T06:42:39Z
我又來看了,@hp1202chenify,2021-04-26T14:35:09Z
寧嬪：蘇培盛 老娘來了 還敢搶我C位呀,@user-qo7qt3rb6z,2021-04-25T12:40:42Z
貞嬪口頭禪：也不是全無道理<br>江公公口頭禪：請您即刻前往景仁宮一趟,@xuan2857,2021-04-25T12:03:01Z
玢兒才是最大 boss～跟誰誰全家倒楣,@user-px2mq4wy4g,2021-04-25T08:23:18Z
寧嬪應該是本劇最霸氣，當初華妃還有年羹堯撐腰，但寧嬪什麼都沒有，只有一個人，但她卻可以完全做自己，不巴結任何人，包括皇上……還讓皇上那麼寵她<br>華妃地下有知，會不會想在死一次啊？🤣,@user-lo9sv5jp4h,2021-04-25T08:22:42Z
"&quot;<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=37m22s"">37:22</a>&quot; 寧貴人的表情太好了~只差沒翻白眼哈哈",@carly09282010,2021-04-25T03:58:26Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=5m47s"">5:47</a> Loop",@user-qg1zr9uh4x,2021-04-23T13:25:01Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=6m35s"">6:35</a> 注意左側的寧貴人和阿綠",@allen250,2021-04-21T15:22:50Z
祺貴人基本全部都說對了🤣 只差人🤣,@Squirrel0227,2021-04-21T00:35:29Z
原來六阿哥「紅驗」是用來紅色的血液驗親的...,@japanhsu6881,2021-04-20T04:41:20Z
莫言跟寧貴人夠帥氣，安小鳥夠婊😡,@princesspinky520,2021-04-18T15:34:35Z
慎貝勒真帥,@TheX2082424,2021-04-16T06:49:32Z
"貞嬪中場尿遁  <a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=30m47s"">30:47</a>又回來了",@user-rd8ls8ey8i,2021-04-13T15:32:02Z
以前的莞嬪總是聰明而溫柔的反擊<br>現在的熹妃娘娘多了一股氣勢<br>超帥的,@user-iz9np7mu7y,2021-04-13T09:17:28Z
莫言：還在寒冬中 被靜白誣陷偷了燕窩<br>皇上：哪裡來的燕窩！<br>嬛嬛：呃...呃...果果給的<br>全劇終<br>（每次看到這都在想皇上沒起疑嗎哈哈 如果真的這樣 事情又再180度大轉變,@user-fj4rg1og1j,2021-04-13T04:30:39Z
一山還有一山高,@Violet7989V,2021-04-12T13:05:00Z
這安小鳥的話每每看似幫甄嬛竟都是如此狠毒<br>皇后又想搬姊姊牌時，被皇上堵回來，那錯愕的表情，真讓人過癮XD,@yusheng1029,2021-04-11T15:11:05Z
現在還在看,@user-yu6iw2iq7h,2021-04-11T11:53:09Z
其實滴血.沒辦法驗親.~看看就好.,@user-bq2fi5bt8x,2021-04-11T04:22:28Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=26m14s"">26:14</a>蘇培盛講出那句 皇上絕對是真心笑出來的xD",@Sun-wn3bm,2021-04-07T17:15:25Z
看越多次...想法越多...<br>當初的安小鳥一聽到華妃的一丈紅就下到跌坐地板..<br>如今的她看這場面很淡定之餘還能提議要割人家舌頭...<br>每個人物的青澀嬌羞到後面的了解人性....到黑化成長...每次看都覺得很好看...,@-vicky,2021-04-07T11:44:12Z
怎麼看了快十年~孫儷伴的甄嬛還是很美!,@-vicky,2021-04-07T11:42:06Z
皇后的眼神演的很好,@e4078888,2021-04-01T16:11:58Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=17m37s"">17:37</a> 欣嬪原本在端妃那排的座位<br><a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=22m33s"">22:33</a>跑到了安嬪隔壁坐<br>他們是在玩大風吹ㄇ",@Bfgwoxbehcowvcm8,2021-04-01T07:55:33Z
果郡王:除了溫太醫滴血認親.我也想試試.......,@user-qy4yz7xs3w,2021-03-31T15:13:15Z
溫太醫真是最究極的工具人，當到連工具都沒了嗚嗚嗚,@BochaChang,2021-03-31T08:09:05Z
2021還在看的<br>👇,@user-yv7vi6ul5v,2021-03-30T18:13:36Z
純元都死那麼久了一直提她姐妹長姐妹短煩不煩啊宜修,@sherryc9161,2021-03-30T13:09:01Z
我看到農夫山泉,@user-dx8dn1lg1w,2021-03-30T12:44:21Z
寧貴人主僕會通靈喔⋯⋯看一眼就知道要說什麼了😂,@ChjinJack,2021-03-30T12:18:12Z
玉嬈一進場<br>皇帝整個魂都勾走了,@LuLu-Liu,2021-03-30T10:17:24Z
當祺貴人說要讓槿曦受刑的時候，他們就已經輸了,@csco164,2021-03-29T12:10:10Z
過幾年再重溫還是經典,@452kilometers,2021-03-29T07:29:02Z
其實眉庄也不是傻瓜，玲瓏剔透心，對安陵容也很防備，就直接信了安陵容的話也是奇葩。當真編劇要你死，絕不留人過五更啊。,@warpeace5841,2021-03-29T00:31:35Z
你閉嘴! 笑死真他媽想直接往賤人那張大便臉搧下去,@user-rd8ls8ey8i,2021-03-26T13:29:02Z
皇帝站的位置好奇怪。<br>第一次白礬水讓血融化在一起時，他只站起來看，就摔了佛珠。<br>第二次看有問題的血水，就起身走過來看碗。<br>中間有小段距離耶~,@veganyu7032,2021-03-26T04:24:18Z
大家底下留言跟劇情一樣精彩🤣看不膩,@nkb20520,2021-03-25T23:45:40Z
為什麼看兩百次還是一樣緊張,@user-zb4ju1gs2e,2021-03-22T06:29:51Z
莫言利害，一進來ˋ就提手凍瘡的事！,@veganyu7032,2021-03-21T18:59:05Z
大家有沒有發現<br>莫言進場到講話，眼光都是朝下（恭敬或是內斂）<br>但靜白都是滴溜溜看來看去<br>真的每次看都有新亮點啊⋯⋯,@jacky3ni,2021-03-21T12:15:44Z
其實安小鳥早就發現眉姐姐跟溫太醫有私情，才故意讓寶鵲去通報,@user-og4vw7dm3v,2021-03-21T09:54:21Z
靜白因為沒被皇上臨幸，所以才跑來誣賴熹貴妃😏,@user-kk8mk8vr3b,2021-03-20T16:48:58Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=20m45s"">20:45</a> 甄嬛眼神狂飄<br>：快動動我的小腦袋！快！快想點辦法啊！<br>（腦袋叮叮！有了！！！）",@carline_1111,2021-03-20T15:02:22Z
皇上看玉嬈進來又一個看妹仔的打量🙄,@user-op6ge1rr6c,2021-03-14T17:37:13Z
宜修就只會打純元牌🙄,@user-oy7cd7ws2f,2021-03-14T17:07:03Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=16m20s"">16:20</a> 培盛這是經驗分享耶😂二來其實也怕水某欸崔槿汐被罰72道刑",@momochang5487,2021-03-14T09:43:03Z
蘇培盛：奴才換了一碗乾淨的油來<br>皇上：讓朕來跟六阿哥驗<br>蘇培盛：幹,@linjawwen663,2021-03-13T16:45:06Z
康常在跟貞嬪是什麼小強ㄇ<br>每次闖禍都有她們沒事的也是她們,@minkmilk3633,2021-03-13T09:11:05Z
皇后：只好來場滴血認親！<br>嬪妃們：滴血認親！？<br>皇上：吼～....先嚇嚇他,@slothlai1160,2021-03-12T16:29:21Z
感覺莫言他快笑場XD,@annani9090,2021-03-09T02:23:39Z
敬妃：「皇后娘娘，臣妾以為背後必定有人主使」<br>皇后：「就是老娘😎」,@aszxcv54123,2021-03-06T21:44:19Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=7m09s"">7:09</a> 玉嬈：姊姊怎麼會有姦情呢？皇上真是糊塗！<br>皇上不糊塗 是真的有 🤣🤣 但這次指錯人了",@answerdim1886,2021-03-05T12:24:37Z
仔細觀察，甄嬛戰隊的隊員各個都置生死於度外，各個都不怕死（包括莫言）<br>人人一副我管你是不是皇帝的樣子😂,@790cheers9,2021-03-05T03:34:47Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=19m58s"">19:58</a><br>瑾汐:娘娘，您可總算跪下來了，奴婢還以為奴婢要趴一輩子……",@andyshane30617,2021-03-01T17:28:03Z
皇上一笑，秒出戲,@irisa9139,2021-03-01T15:07:12Z
剪舌那段怎被卡掉了,@user-pt6el2wd4z,2021-02-28T06:11:54Z
純元這張信用卡刷爆囉,@user-ch2zk3gj5t,2021-02-27T22:32:46Z
寧貴人：到難為了棋貴人，一個個把你們Solo起來,@user-lg4pp9so2j,2021-02-26T13:46:26Z
皇上，這水，這水一定有問題！孩子明明是允禮的不是實初的！皇上你來看！,@user-jq2qd2qo9x,2021-02-25T07:23:28Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=26m17s"">26:17</a>皇上這樣笑是在笑蘇培盛沒有生育能力嗎",@Jenny-sj2zx,2021-02-24T17:04:30Z
那為什麼不驗靈犀，不是都同一個時間出來ㄉ?,@alkai2277,2021-02-17T15:56:10Z
本劇折磨甄嬛最徹底的還是靜白啦,@lefteyeee,2021-02-17T13:11:57Z
「哈哈哈 朕知道」 前面生氣是在尛？<br>🤣🤣🤣🤣,@brianhong6415,2021-02-17T03:59:46Z
其見人!!,@qqs7182,2021-02-13T14:34:42Z
Fg s,@user-om6kp1gq5i,2021-02-13T01:43:18Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=4m49s"">4:49</a>",@eterp4194,2021-02-12T00:29:16Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=27m02s"">27:02</a>皇上:是誰敢衝康林北",@tzu1220,2021-02-11T13:12:49Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=26m23s"">26:23</a> 溫太醫直接沾水試吃也太敢😂",@Lisa-hu3tq,2021-02-11T12:29:28Z
電視劇跟小說真的要當成兩部不同的作品看，不同的精彩💜💜<br>不過電視劇刪了胡蘊蓉、徐燕宜跟慕容世芍真的很可惜，尤其我覺得胡蘊蓉死的那邊超級精彩,@azusa_197,2021-02-10T09:02:23Z
皇上大笑的樣子真是可愛,@sisley0314,2021-02-10T06:23:07Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=37m23s"">37:23</a> 的時候寧貴人  聽到皇后又開始拿姐姐說嘴翻了個白眼 <br>嘴角還不屑抽動 XDD",@user-gm3kn4ir1x,2021-02-09T15:16:01Z
這位寧貴人好有魄力，又有正義感，也不會趁機害人，,@user-eo3lo5kt6i,2021-02-09T12:33:57Z
r,@user-nf5ro5ij3h,2021-02-09T01:54:03Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=40m20s"">40:20</a><br>瑾汐：可惡！正精彩的時候怎麼叫我送他們回去！",@Lily-yu1ov,2021-02-08T14:12:07Z
抓蘇公公的手驗血那幕滿好笑的 莫言真的好人!,@cherylcherylchen,2021-02-08T08:37:48Z
自從繪春倒水進來之後，剪秋臉上的表情好像一直不入戲....好像是路人甲在看大家演戲。,@veganyu7032,2021-02-07T10:30:59Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=19m16s"">19:16</a> 端姊姊是不是看出來 這孩子可能真的不是皇上的",@woormin4893,2021-02-06T04:58:54Z
"好喜歡<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=32m32s"">32:32</a>熹貴妃認出莫言聲音，馬上回頭這段，莫言真的從他們入甘露寺就很照顧她<br>這段瑾汐的表情也很到位",@user-yn5mq2me6c,2021-02-05T15:58:37Z
下一集小溫太醫就要領便當了 😂,@lauranaliu321,2021-02-05T13:09:20Z
，,@user-eg4lu5iq5r,2021-02-05T08:46:36Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=25m27s"">25:27</a> 的時候甄嬛說水有問題，鏡頭馬上帶到皇后的心虛臉，所以這水根本就是皇后動的手腳，只是有人趕緊找繪春頂了<br><a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=35m49s"">35:49</a> 應該是要說「否則她沒有那麼高的智商」吧ㄏㄏ",@XiaoRongShen,2021-02-05T06:25:48Z
這集是我的最愛！！！,@Snowkeimakeup,2021-02-04T19:45:38Z
看超過快100次了,@user-ko2ye7pf3t,2021-02-04T11:25:08Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=33m27s"">33:27</a> 是常有果子狸出來偷人吧…",@peterjob0721,2021-02-03T11:45:10Z
皇上甩佛珠時，好像就是代表不耐煩.....,@veganyu7032,2021-02-02T22:20:35Z
六阿哥:乾...就算沒白米好歹也來罐保久乳...,@lwh0129,2021-02-01T07:28:26Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=2m54s"">2:54</a> 連寧貴人都在笑斐雯這個白癡😂",@user-wo4ii4vx2l,2021-02-01T04:03:03Z
倒難為了祺貴人<br>一個個把你們給solo起來！,@chang7496,2021-02-01T03:35:17Z
靜白真的雞掰捏！<br>如果祺貴人在慎刑司七十二道刑罰一一受過還不改口，那幕後沒有主使就有那麼一點可信了,@Mag-wm9ur,2021-01-30T18:44:39Z
貞嬪跟康常在簡直是破產姐妹代表,@user-lg4pp9so2j,2021-01-30T11:33:05Z
其實寧貴人的智商也很高，用供海燈抓到淨白熟悉後宮身份高低，證明她與後宮某人關係匪淺,@user-lg4pp9so2j,2021-01-30T11:30:04Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=24m15s"">24:15</a>  宜修：皇上別繞了，快把熹貴妃定罪啊！媽啊！老娘緊張的要死",@qetsfh8848,2021-01-30T10:18:50Z
祺貴人：「我的家世、樣貌，哪一點比不上妳？」<br>甄嬛：「當然是智商啊。」,@user-eb7mf3pq9t,2021-01-29T19:05:29Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=19m11s"">19:11</a>-<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=19m16s"">19:16</a> 端妃看禧貴妃的那個眼神  是覺得他真的有私通而幫他掩飾嗎",@ellensun117,2021-01-28T11:15:45Z
皇后又搬出姊姊當擋箭牌時寧貴人抱胸不屑的樣子好好笑😂,@graceyang4773,2021-01-28T05:38:06Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=26m15s"">26:15</a> 奴才沒有生育能力 他們怎麼可能是我的孩子哈哈哈哈哈哈哈笑到爛",@user-gd4lj5gb5b,2021-01-28T02:28:51Z
"每次回來看都多一點心得<br><a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=19m13s"">19:13</a>、<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=19m16s"">19:16</a>端妃這兩個眼神很明顯知道熹貴妃的孩子真的不是皇上的了",@running_goat,2021-01-25T19:04:13Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=33m31s"">33:31</a>因該是“常有果子狸出沒偷人”",@user-ro3zs8ci9b,2021-01-25T11:16:18Z
期豬人,@qqs7182,2021-01-25T10:19:18Z
依我說斐雯這個賤貨就該痛打40大板然後拔去她的舌頭拖入辛者庫，每日只供一碗鹽水和只有幾粒米的粥，還不准她自殺<br><br>靜白就是舌頭拔掉然後在砍斷他一隻手腳丟回甘露寺，之後整個甘露寺的工作都他一人做然後跟斐雯一樣每日只供一碗鹽水和只有幾粒米的粥，還不准她自殺,@user-rk2fq4qh4l,2021-01-24T23:29:39Z
每次看到祺貴人在那邊鬧事我就覺得無法直視<br>因為我的名字和她同一個字<br>都是「祺」,@chi8842,2021-01-24T17:30:10Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=23m04s"">23:04</a> 祺貴人在滴水驗親結果出來前就在偷笑 可見她也知道水有做過手腳",@55w33,2021-01-23T07:18:34Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=25m37s"">25:37</a>蘇培盛表示：凎！我也太衰了吧無緣無故被扎一針，早知道就別靠過去了",@user-rk2fq4qh4l,2021-01-23T03:25:39Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=16m44s"">16:44</a>因為槿汐知道浣碧會捱不住疼一定會為了自保而背叛甄嬛亂招供😂😂😂所以才會這樣說",@user-rk2fq4qh4l,2021-01-23T03:06:13Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=9m06s"">9:06</a>甄嬛明明就是被趕去凌雲峰的，而且當初皇上接甄嬛回宮的時候靜白明明是謊說他為了讓甄嬛好好養病所以讓他去凌雲峰住，怎麼到這邊又是甄嬛稱病離開甘露寺，這不是前後對不上嗎🤔甄嬛當初就不該饒他一條賤命的",@user-rk2fq4qh4l,2021-01-23T02:51:18Z
甄嬛：否則她沒那麼大的膽子，腦子也沒那麼好,@user-ie2qq7nf2i,2021-01-21T12:57:34Z
采月采星不太聰明，早一點出去打聽，也不至於誤信寶鵲,@jennyjenn5550,2021-01-21T02:10:10Z
生性淫賤的是皇上吧 看到嬛嬛穿佛衣也照樣第一次見面就大行穢亂之事🤭<br>另外 為什麼端妃明明知道要滴血驗親時熹貴妃有異狀 還是願意幫忙隱瞞呢 端妃真心愛皇上 應該會站在皇上的立場 生氣熹貴妃外遇吧,@55w33,2021-01-21T01:12:43Z
算計 算計 也把自己算計了，滿嘴神啊佛的...結果是佛口蛇心啊！,@user-vw9vh7yb8y,2021-01-20T06:43:59Z
這集點閱率(Bu)高,@heinhtetyang7436,2021-01-19T16:40:36Z
看了夏培的限時來的🙋🙋,@peipeichuang219,2021-01-19T12:31:25Z
弘彥表示：為什麼每次都戳我的血？？還有一個靈犀呀！！平均分擔不好嗎？？,@wendy9640,2021-01-19T08:29:31Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=18m16s"">18:16</a> 你閉嘴 笑死🤣🤣",@Mimmy1028,2021-01-19T04:46:05Z
心情不好來刷一次這集還真是爽,@user-gz8kq6or5j,2021-01-17T16:25:05Z
他們查一查 講一講 就晚上了😂,@user-lf9lr6im9q,2021-01-16T14:42:43Z
不管是哪碗水我看血都溶於水啊？？,@SERARA,2021-01-15T14:42:37Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=18m11s"">18:11</a>  以前真的被18爺誤導    以為珠圓玉潤是在指人肥胖   上高中才知道原來是指唱歌好聽😅",@user-tu9re5eb2q,2021-01-14T14:48:00Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=37m23s"">37:23</a>葉瀾依鄙視",@answerdim1886,2021-01-13T12:30:35Z
2021 誰還在回味極品???,@JET2691,2021-01-11T23:40:28Z
皇后：只怕要滴血驗親 。皇后準備挖洞給自己跳～,@user-fu1zm3xw6m,2021-01-11T04:01:41Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=31m18s"">31:18</a>霸氣XD",@user-mc5py4xw7e,2021-01-10T04:58:29Z
溫太醫：<br>乾我跟本沒上到，才去上惠嬪的<br>那是王爺的，微臣冤枉啊。<br>求皇上明鑑！<br><br>導演：（全劇終）,@blackjack435,2021-01-10T04:09:58Z
不是仗斃，是杖斃啊！！！,@samichen3414,2021-01-09T03:20:12Z
皇上盛怒之下推了甄嬛後撞倒了水。<br><br><br><br><br><br><br>—全劇終—,@guillaume9976,2021-01-08T09:51:02Z
第二次驗血的時候宏曕的血撲通超大滴然後溫太醫就那麼一點點,@ling1759,2021-01-05T17:51:07Z
祺貴人一直被說胖XD,@nicoliahable,2021-01-04T09:47:07Z
2021繼續看,@user-nv6kl2rr7g,2021-01-02T13:53:15Z
重看了很多次 注意到寶鵑一直再滴血驗親的時候手帕捏很緊欸～超愛這種細節的👍🏻👍🏻👍🏻,@user-fb6bk3pt4o,2021-01-01T19:10:20Z
2021簽到,@user-dv2kl3sm2f,2021-01-01T06:03:20Z
寧貴人：一個個把你們給solo起來,@user-qd1of3hc8y,2020-12-27T18:49:26Z
好吧，第二场就验朕和六阿哥吧，朕亲自准备水！😄,@longway7774,2020-12-27T17:02:23Z
苏培盛：温太医与槿夕怎么可能是奴才的孩子？ 😄,@longway7774,2020-12-27T16:59:45Z
靜白先被拔舌又被丈斃，受兩次苦,@harry987999,2020-12-25T11:32:13Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=27m19s"">27:19</a> 這個表情也太期待了吧😂😂😂",@piway520,2020-12-23T20:35:32Z
皇后：臣妾若用此招，那豈不太過冒險？<br>眾人：所以被發現了,@CHC32,2020-12-23T04:11:57Z
皇上：你閉嘴！！,@CHC32,2020-12-23T04:04:21Z
就算都知道所有劇情發展 台詞都快倒背如流 看到甄嬛傳被奇怪演算法推到眼前還是會不由自主的點進去看.......¯\_(ツ)_/¯,@ffffiona,2020-12-22T18:34:01Z
這一集的觀看數是甄環傳裡最高的👍就可知道劇情有多麼的大快人心👏每個演員的眼神和表情都值得再三回味💯❤,@Pearl520,2020-12-20T03:57:48Z
如果皇上一氣之下把水打翻的話??.....................甄環傳應該完結篇,@TheDavidhsieh,2020-12-18T04:59:21Z
留言太出戲了😆<br>笑死🤣🤣🤣,@adahsieh4977,2020-12-17T13:00:14Z
端妃聲音好溫柔,@naomizhuo9763,2020-12-17T12:46:46Z
安陵容兩面人，<br>表面幫甄嬛，<br>其實是在給隊友下戰術<br><br>一定很會當狼😏😏😏,@asdfgs8834,2020-12-15T02:04:44Z
敬妃：Blue who shit and who is~~,@shine105530,2020-12-14T20:10:59Z
剛剛看原著，慎貝勒說：「倒也不用本王親眼看著她是否夙興夜寐勤謹。只瞧淑妃嫂子身量纖纖，便可知她協理六宮辛苦。倒是祺嬪珠圓玉潤猶勝楊貴妃，可知是享清福的人。嘖嘖，只是腦袋沒有身子這般龐然，想是滿腦子總想著如何算計別人費了不少腦筋，倒沒那麼肚滿腸肥。」<br>哈哈哈哈哈哈哈，實在是比演的還毒舌呀。,@veganyu7032,2020-12-14T08:24:29Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=40m34s"">40:34</a> 跪著的祺跪人好像一根掉在地板的蟹肉棒",@ninini3101,2020-12-13T06:08:52Z
沒有人扶敬妃😭😭,@henrywang4823,2020-12-09T14:32:03Z
輸在智商低下，腦殘,@sunnywu7232,2020-12-07T05:10:56Z
你個死安小鳥🔪 <br>眉姊姊😭,@bonly4806,2020-12-07T02:17:10Z
連皇上注意到甄嬛妹妹的眼神都拍出來，這劇～真的很細節很用心,@user-qg8rk2dg1k,2020-12-06T13:47:48Z
孫儷的妝實在太美了呀,@CT-sb4ir,2020-12-04T11:46:27Z
二小姐演技太爛 真的看不下去,@Vic-ne7el,2020-12-01T14:23:33Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=31m43s"">31:43</a> 陳建斌的表情一整個是看到純元愣住後陷入回憶的樣子！然後寧貴人說話後眨了好幾次眼才回神～太佩服這個演技了！",@user-bo6qi1pj4x,2020-12-01T13:43:08Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=26m47s"">26:47</a><br>寶鵲不安份的小手手<br>演好演滿欸",@Bee-le5ty,2020-11-29T12:13:40Z
還好皇上是摔佛珠<br>不是摔滴血認清的碗😂,@user-ql1yo7fp4x,2020-11-28T04:13:54Z
總覺得這白礬不是皇后的陰招而是甄嬛的險招,@user-dn1po7zc5i,2020-11-27T09:02:02Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=35m04s"">35:04</a> 皇上一臉就是:「現在又是在演哪齣」的表情",@38704687,2020-11-26T18:37:56Z
記得以前有一則留言說：<br>甄嬛是射手<br>端妃是坦克<br>敬妃是法師<br>寧嬪是打野<br>還有一位忘記了 有誰還記得的嗎😂？,@user-if1xw9um2g,2020-11-22T06:32:35Z
怎麼看都覺得孫儷好美啊,@user-fm1wl6uw5i,2020-11-21T23:46:58Z
，，，，，，，，，，，，，，，，，，，，，，，，，，,@user-st7ys3qt2t,2020-11-21T16:56:10Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=34m14s"">34:14</a> 欣大砲上線💗",@iceland510208,2020-11-21T05:58:37Z
這段真的是經典~第一次看頭皮發麻,@novming,2020-11-19T05:06:32Z
甄環說懷疑這誰有問題的時候皇后還心虛哈哈😄,@savixuan4540,2020-11-18T12:58:33Z
繪春有需要這麼忠心嗎，非要去撞刀口,@user-qm6eo9rp3d,2020-11-18T06:26:52Z
重溫不知道第幾次的甄嬛，最喜歡邊看大家的留言了🤣,@Cocobanana81,2020-11-17T08:40:29Z
"欣貴人都無聊到玩手帕了..大家瞧見沒<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=19m50s"">19:50</a>",@user-zi4bj5rf7f,2020-11-16T07:06:15Z
所有有腦子的主子手底下“有名宮女”全都是清一色的綠色植物名<br>這代表皇帝頭頂綠的一蹋糊塗...,@jerrydmim84,2020-11-14T00:27:23Z
滴血驗親的九品芝麻官代入感太重了，每次聽到滴血驗親我就想笑 😂,@StitchingDreamer,2020-11-13T18:46:02Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=7m36s"">7:36</a> 如果換成果郡王換幣...<br>果郡王:出什麼事了<br>換幣:王爺,風箏好看嗎",@zhilintang356,2020-11-12T22:44:49Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=26m22s"">26:22</a> 以前真的不怕得HIV，整碗的血水還放在嘴裡嚐。<br>（開玩笑～HIV病毒離開人體基本沒有傳染力囉！）",@lychee1796,2020-11-10T09:45:32Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=16m05s"">16:05</a> 祺貴人這句話得罪了蘇培盛 因此他才叫人把她拖去處理掉而不是趕走",@Big_ASIA,2020-11-09T15:17:26Z
沒什麼濾鏡反而可以看到更細緻的表情，孫儷真的演技很好，整個團隊的演技都很強,@Irene8806,2020-11-09T05:22:48Z
其實我在看⋯⋯槿汐到底趴多久😂,@lunaticljp,2020-11-08T16:42:52Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=37m50s"">37:50</a> 這是第一次皇上受夠宜修拿自己姊姊出來顯擺，聽的真的很爽",@a7665000,2020-11-07T20:36:53Z
😩😫😖😣😔😕☹️🙁😐🙂😀😃😄😁😆😂🤣,@amma3442,2020-11-07T01:07:11Z
慎貝勒你媽媽沒跟你說不可以隨便幫別人作保嗎？,@tim45610,2020-11-06T03:11:50Z
為什麼皇后跟剪秋跪著，江福海卻站著？,@alicewu9649,2020-11-04T11:38:47Z
霏雯真的是 沒有公主命 一身公主病,@minaaa484,2020-11-03T12:09:39Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=26m45s"">26:45</a> 寶鵑好入戲 緊張的扯手帕XDDDD",@quillquainty,2020-11-03T06:26:49Z
現在好像特別流行COS<br>&quot;后宮無一日安寧，朕何從萬安&quot;<br>的那一段哈哈哈,@Danati,2020-11-02T19:40:44Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=02m01s"">02:01</a>今仔日你將本宮的家內事攏搤搤出來，應該嘛知這是最後一擺來侍候恁祖媽🤣",@lsang5042,2020-11-02T19:37:28Z
